time,bub,rad,l_mean,l_median,l_std,l_skew,l_n,l_min,l_max,l_amp,l_quad2h,l_lin1100s
2016-02-19 02:29:46.520,14.676976951014572,14.726976951014569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-02-29 00:28:18.640,14.368500698894017,14.418500698894013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-03-09 22:26:51.660,13.82392507006045,13.873925070060457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-03-19 20:25:24.540,13.860050683371728,13.910050683371727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-03-29 18:23:56.970,14.059507843605424,14.109507843605423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-04-28 12:19:30.700,14.372374301772888,NaN,12.714969501013414,12.729000000000001,0.8252126507757381,-0.1164668366409298,51805.0,8.857999999999999,15.447000000000001,13665.983592317343,12.741173649990671,12.715453677016079
2016-05-18 08:16:31.790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-05-28 06:15:03.930,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-07 04:13:36.240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-06-17 02:12:08.500,15.142422584379691,15.19242258437969,11.84185943716389,11.847000000000001,0.4636336568494852,-0.0737106869530459,191530.0,10.231,13.530999999999999,15053.058293739885,11.832734508237671,11.841738910275696
2016-06-27 00:10:40.760,14.971301645948845,15.021301645948844,12.004885399456818,12.02,0.5789756313844842,-0.06497556839554634,424902.0,9.78,14.079,15011.041870831392,12.001686033102514,12.004226224681933
2016-07-06 22:09:13.020,14.65934278380321,14.70934278380321,12.134019216842066,12.167,0.4939231251353313,-0.3724964087542523,753922.0,9.672,13.767999999999999,15385.468897312985,12.137327544447416,12.133882698826014
2016-07-16 20:07:45.260,14.436376021798928,14.486376021798934,12.488853901008882,12.505999999999998,0.41376515898594035,-0.07084388733979473,501742.0,10.997,13.922,17978.653762292175,12.488776646546928,12.488819877001957
2016-07-26 18:06:17.190,14.230685701369575,14.280685701369574,12.737547363785247,12.745,0.3886204410891417,-0.09149477464857902,290644.0,11.133,14.360999999999999,15207.303639503998,12.72797825874429,12.7401929935517
2016-08-05 16:04:48.530,14.192042214992231,14.242042214992233,12.782519552487745,12.793,0.545652701632715,-0.09099963244829742,276998.0,10.745999999999999,14.805,14748.324605231806,12.781786340740343,12.786524031911991
2016-08-15 14:03:19.690,14.512392948872835,14.562392948872834,12.511116315099047,12.513,0.32540059855035497,-0.07092477947985959,256897.0,10.890999999999998,13.674000000000001,13727.860434337497,12.507766232696031,12.510894327587495
2016-08-25 12:01:50.700,14.72708337308716,14.777083373087157,12.293170032940756,12.297,0.29698271445236074,-0.07711441978709613,221610.0,11.038,13.557,14574.085492531925,12.288515508474564,12.292991410066264
2016-09-04 10:00:21.580,14.576055380216644,14.626055380216636,12.423019802491732,12.423,0.4335067456078012,-0.0811424869020279,135488.0,10.610999999999999,14.110999999999999,13130.028253424658,12.426478810970805,12.421941431528527
2016-09-24 05:57:24.440,13.792740796128024,13.842740796128027,13.212056387949088,13.214,0.5739518192178122,-0.08864013622717334,86898.0,10.948,15.31,13284.484878823449,13.209456015225808,13.211749311321986
2016-10-04 03:55:56.570,14.295243880647572,14.34524386259462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-10-14 01:54:28.580,15.013600023788396,15.063600023788396,11.968517767887171,11.972999999999999,0.4603267657429438,-0.06861803190994796,127843.0,9.576,13.786,13092.538261774207,11.96636157561014,11.970153615372983
2016-10-23 23:53:00.510,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-02 21:51:32.430,14.474510768563018,14.524510768563019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-12 19:50:04.200,14.078392684722404,14.128392684722408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-11-22 17:48:35.570,14.373649920832746,14.423649920832744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-02 15:47:06.690,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016-12-12 13:45:37.580,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017-01-01 09:42:39.480,14.76414460025265,14.814144600252648,12.164069475418902,12.165,0.6976179243633658,-0.026185401886325982,517003.0,9.724,14.52,17731.195745479232,12.169585773582629,12.16404556206496
2017-01-11 07:41:11.500,14.563484460164679,14.61348446016467,12.414019371154398,12.422,0.6686287364904585,-0.04423077892278844,596299.0,10.0,14.74,15101.20846756409,12.408729420877886,12.414499745860672
2017-01-21 05:39:43.420,14.381073183690823,14.431073183690824,12.60262150392485,12.622,1.0474271788194394,-0.08577999466317085,108157.0,7.989,16.064,14746.127046793088,12.6009501976759,12.602607630088844
2017-02-19 23:35:18.880,14.427424512497469,14.477424512497468,12.552674488553818,12.575,0.5578592496909488,-0.18735165788706243,127335.0,10.2,14.433,16379.909569246476,12.560062433547358,12.553852204050063
2017-03-01 21:33:50.710,14.62938105503095,14.67938105503094,12.306503520341522,12.315,0.42923953641921003,-0.044084500977193714,62778.0,10.501,13.722999999999999,17036.96546560897,12.303698252088076,12.305104197734844
2017-03-11 19:32:22.290,14.659673632824932,14.709673632824929,12.343349700548819,12.347000000000001,0.49231323966276874,-0.08127829081254807,47921.0,10.591,13.953,14663.738694935415,12.346685146425724,12.343648652318027
2017-03-21 17:30:53.490,14.132636215856431,14.182577177798658,12.944654851773853,12.947000000000001,0.391175145219318,0.006831896049883125,30865.0,11.309000000000001,14.536,13468.334229710028,12.938395701390965,12.943158722755257
2017-03-31 15:29:24.390,13.675906536758145,13.725906536758142,13.3005673643742,13.333,0.9830432712896991,-0.12005687723254012,11705.0,9.913,16.497,13428.090474156343,13.298517974305367,13.300650963368353
2017-04-10 13:27:55.070,14.099155811854782,14.14915581185479,12.894397535211267,12.9,0.593121605849012,-0.045027182300910885,11360.0,11.027000000000001,14.968,13000.594014084507,12.881188748918595,12.899065232312035
2017-04-20 11:26:27.090,14.68554799038146,14.735547990381459,12.155214738054116,12.1465,0.6952182217688977,0.003413156920602267,3474.0,9.915,14.365,12716.198618307426,12.167719813433614,12.158995922735626
2017-04-30 09:24:59.400,15.111751618578683,15.161751618578684,11.90627884367304,11.916,0.45353699465738917,-0.03223161122201428,85270.0,10.142,13.601,13394.739474610062,11.894033815689967,11.907515701049489
2017-05-20 05:22:03.510,14.492329009754489,14.542329009754493,12.52112274960362,12.513,0.4114441839843451,0.013254961334361721,128033.0,10.938,13.965,13782.896932822006,12.525648403138943,12.521573561932827
2017-05-30 03:20:35.360,14.45033111949768,14.500331119497675,12.59896493552999,12.604,0.5684705856814359,-0.0675457752004195,382581.0,10.041,14.922,14673.935001999576,12.597936824964378,12.599082934237627
2017-06-09 01:19:07.220,14.760005745792299,14.810005745792303,12.242788882518964,12.237,0.27805006115143854,-0.030384780152944272,226760.0,11.084,13.358,14758.934909155054,12.239039451793868,12.242939485427797
2017-06-18 23:17:39.130,15.058819037688611,15.10881903768861,12.28358055292769,12.355,0.4936968570709501,-0.5198371992853885,520068.0,10.158,13.755,14940.55318342986,12.290381116624378,12.283560814777934
2017-06-28 21:16:11.060,NaN,15.02655612414529,12.088888690847032,12.095,0.4389990872456323,-0.1355597334147056,184585.0,10.181,13.732,13508.898258255005,12.086294140027213,12.088685058092201
2017-07-08 19:14:42.910,NaN,14.859003549161669,12.236523755535874,12.243,0.42637400105443324,-0.06005307507399325,197575.0,10.584,13.986,14323.902755915475,12.234319259491548,12.235652401972338
2017-07-18 17:13:14.510,NaN,14.358472420686955,12.67949924088388,12.696,0.49013453027213405,-0.14295821012660204,260171.0,11.008,14.415,15985.21680356381,12.670282664032552,12.678621385506572
2017-07-28 15:11:45.900,NaN,13.999724252505969,13.060316110762722,13.068,0.4260647057260869,-0.12872906241412893,204112.0,11.082,14.514,14518.795190875599,13.057393491001765,13.060458640851037
2017-08-07 13:10:17.160,13.785708775233983,13.835708775233993,13.143940714761165,13.145,0.273875349757259,-0.04230167858206152,396608.0,11.88,14.135,19701.53660793529,13.141226702156391,13.13936787514927
2017-08-17 11:08:48.310,14.148786844891623,14.19878684489162,12.787513592101583,12.783,0.4160621792454084,-0.005520160467146678,568823.0,11.083,14.353,18187.244907466822,12.78812237621464,12.786817819539484
2017-08-27 09:07:19.270,14.781411408856801,14.831411408856804,12.15402834682981,12.155,0.3807745417821429,-0.03139483232727747,118179.0,10.612,13.513,17439.020418179203,12.1531429620575,12.154397185951938
2017-09-06 07:05:50.050,15.001304498801865,15.05130449880187,11.926751398858036,11.927,0.283713185040628,0.006397916735489567,104907.0,10.543,13.012,18514.230032314335,11.92634635122848,11.927139663653609
2017-09-16 05:04:22.240,14.61784934836727,14.667849348367273,12.357328261265454,12.366,0.4748509674012799,-0.1787727581909907,98842.0,10.337,13.846,16837.584923413124,12.356445345435477,12.358587641297053
2017-09-26 03:02:54.300,14.07747882533211,14.127478825332112,12.853506785273682,12.86,0.33432098921886383,-0.16070836091950738,61604.0,11.279,14.064,17070.502678397508,12.863007532366316,12.852850123614376
2017-10-06 01:01:26.300,14.11158631119031,14.161586311190305,12.829620113598398,12.838,0.3065895348576466,-0.13443608140500846,71832.0,11.475,14.115,16745.13420202695,12.844595774461093,12.831494087295438
2017-10-25 20:58:30.340,15.02042521471732,15.070425214717321,11.886731654559545,11.889,0.5373475547357431,0.02900749386511503,55477.0,9.891,13.876,20075.57077707879,11.887189513568481,11.88717175625529
2017-11-14 16:55:33.470,14.974059521377534,15.02405952137753,12.018451362325665,12.012,0.5844248605139158,-0.04075987401833564,16993.0,9.821,13.812,15208.361913729183,12.014393605539121,12.016642741095104
2017-11-24 14:54:04.550,14.691964028574752,14.741968589242985,12.320422173107088,12.324,0.5595885035527793,-0.07088278541747504,140260.0,9.656,14.199,14691.893904177956,12.31297083154185,12.320512449994071
2017-12-04 12:52:35.470,14.497330445569997,14.547307780706817,12.472341702621025,12.492,0.8178272441284117,-0.09924326659026222,210452.0,9.118,15.497,16963.429057457284,12.475182505924453,12.471161573162048
2017-12-14 10:51:06.530,14.496560581471014,14.546560581471017,12.480363086444072,12.494,0.5324694085817709,-0.07391513419981979,121836.0,9.989,14.443,15222.281764010637,12.484050465279164,12.48032786670268
2017-12-24 08:49:38.620,14.697908021573534,14.747908021573535,12.267816752632797,12.264,0.2809514652418386,-0.023963276353555548,125437.0,10.863,13.331,15280.69454786068,12.263619571303941,12.266788981485373
2018-01-13 04:46:42.290,14.66614415258104,14.71614415258104,12.317589625979608,12.3,0.6445736766187262,-0.010697382744913188,114459.0,9.575,14.387,14648.220349644851,12.324447995496644,12.318030167219538
2018-01-23 02:45:13.980,13.752334567268463,13.80252455807405,13.228324734592581,13.226,0.9308883056477302,-0.0729006472256846,72530.0,9.85,16.396,14349.384406452502,13.193230594084552,13.227959327914375
2018-02-11 22:42:17.410,13.737037573948996,13.78703757394899,13.132428001880704,13.13,0.3986761566330663,0.0497018129588234,155261.0,11.652,14.678,15717.25475167621,13.143001595902366,13.13238058559803
2018-02-21 20:40:49.100,14.55074855563054,14.60074855563054,12.358926560262635,12.356,0.486607211685556,-0.021665762505634813,143165.0,10.557,14.215,16980.812007124645,12.359681777901756,12.359298952980268
2018-03-03 18:39:20.440,15.232814877846087,15.282814877846082,11.660213327076491,11.69,0.7597211585100251,-0.0787418032817224,95895.0,8.232,14.812,15289.519349288285,11.64328961993299,11.660192605401942
2018-03-13 16:37:51.420,14.979765622582851,15.029765622582854,12.004432899659935,12.001,0.39900035547332235,0.10080530212067496,123211.0,10.555,13.659,14975.672261405232,11.996900944897062,12.004495696031569
2018-03-23 14:36:22.120,14.021635856179685,14.071634320888123,12.999889981725348,13.024,0.6711005641292412,-0.08768073768063363,164709.0,10.053,15.543,15223.712942219308,13.005626731489647,12.998399718728715
2018-04-02 12:34:52.640,13.706688294353754,13.756688294353753,13.293627267434047,13.31,0.4485121824122345,-0.0689055375807579,66981.0,11.561,15.158,13822.255803884684,13.290262631390009,13.293567021070453
2018-04-12 10:33:24.660,14.083030031761439,14.133030031761438,12.805919738468955,12.826,0.7667899260442339,-0.03560402428350731,47719.0,9.905,15.45,13061.186403738553,12.823757588396766,12.8047884657557
2018-04-22 08:31:56.810,14.9723802991311,15.022380299131099,12.012870247669849,12.004,0.5727136242515649,-0.08581910021234312,71991.0,9.235,13.826,13819.019294078427,11.999208136119936,12.012887459674769
2018-05-02 06:30:28.830,15.228855467081818,15.312422821130559,11.688236507784888,11.707,0.5685834312674323,-0.07496003900684413,52345.0,9.545,13.601,14441.188938771611,11.703469085474335,11.688713052804708
2018-05-12 04:29:00.670,15.019116093622133,15.080906900046722,11.837451859687098,11.864,0.7856007960249781,-0.1057895717133247,40652.0,9.004,14.521,13067.384778116699,11.820850569337013,11.835051091263256
2018-05-22 02:27:32.400,14.689962838968842,14.76196181341304,12.24313899994206,12.234,0.6365663435253865,-0.0014195276092858235,51777.0,9.894,14.624,13970.79255267783,12.256196100713474,12.240405489795618
2018-06-01 00:26:04.150,14.389730701444638,14.46315648770479,12.449556945234036,12.44,0.5275738244618805,0.03148135685795122,5277.0,10.915,14.018,12313.691112374456,12.483774382418344,12.451836993200626
2018-06-10 22:24:35.970,14.247149102446706,14.33793090739612,12.484106448468683,12.476,0.7627715585460868,0.05897679500927774,19493.0,9.718,15.479,12631.104139947674,12.509828853335813,12.485927679240126
2018-06-20 20:23:07.810,14.22773708662155,14.294373624455064,12.695709906639005,12.68,0.516540984248184,-0.009024434690428247,19280.0,10.92,14.363,12704.563589211619,12.726525410373538,12.692854071924598
2018-07-10 16:20:10.900,14.72279055760239,14.821766224029865,12.251735333696455,12.249,0.4571686952237674,-0.06079047738840595,62422.0,10.392,14.136,14472.837509211497,12.252239320306968,12.251735589630044
2018-07-30 12:17:13.150,13.824849483937665,13.892121275170915,13.129743501759679,13.138,0.36199482111048853,-0.12696147466947205,159120.0,11.546,14.626,16641.17628205128,13.131742786038254,13.130512716127305
2018-08-09 10:15:44.060,13.463905153800864,13.513905153800867,13.504736747489252,13.502,0.3639262272642895,0.006731014635471795,157423.0,11.98,15.023,16130.225996201318,13.497943077717842,13.504879565528025
2018-08-19 08:14:14.780,14.078327796584201,14.128327796584205,12.906565376536724,12.912,0.3257425292725267,-0.11601439198351428,194244.0,11.569,14.188,15869.258530508021,12.903192446212875,12.906731117979163
2018-08-29 06:12:46.970,15.162396754329464,15.212396754329463,11.814227407244164,11.811,0.3196890960649996,-0.08944522373061436,127054.0,10.242,13.118,16318.965274607646,11.808449853004966,11.8140841978369
2018-09-08 04:11:19.030,15.594476750286104,15.644476750286092,11.435307087801101,11.45,0.5062315754904124,-0.1473578551160579,99509.0,9.391,13.025,13950.18394316092,11.43606322909681,11.435273544427597
2018-09-18 02:09:50.970,14.87511193471028,14.925111934710273,12.158356278876601,12.158,0.4051025211807702,-0.09948492815081578,57789.0,10.423,13.695,13465.88591254391,12.151041419752824,12.157497876676617
2018-09-28 00:08:22.880,14.071510778596727,14.121510778596726,12.941404482050853,12.948,0.3304599385550974,-0.08211449117449988,119365.0,11.539,14.079,14060.751551962469,12.946008868299971,12.941278536569648
2018-10-07 22:06:54.820,13.989567428765715,14.039567428765713,12.71998262857232,12.61,0.6826569908647777,0.6217280203753585,256801.0,9.606,15.99,14215.77142612373,12.714846066014049,12.719797221469738
2018-10-17 20:05:26.710,14.661357550674007,14.711357550674,12.30877620039465,12.31,0.2945162447756004,0.05829279155892899,109464.0,11.21,13.611,15612.453994007163,12.314854204752086,12.30892026759892
2018-10-27 18:03:58.340,15.419871538612933,15.469871538612935,11.545291553064246,11.548,0.5616745751725132,-0.03246930715116582,157347.0,9.477,13.851,14241.347092731352,11.536086603642737,11.545288512584309
2018-11-06 16:02:29.650,15.469782175401843,15.519782175401838,11.452035685457382,11.456,0.5480373466003885,-0.0612300788394874,106542.0,9.512,13.222,16177.55082502675,11.45268805866277,11.452797620558744
2018-11-16 14:01:00.720,15.04362314479337,15.09362314479337,11.902772248821313,11.911,0.4927596840813289,-0.04848398790931347,109444.0,9.999,13.651,16526.551533204194,11.898021117594933,11.903451607716645
2018-11-26 11:59:31.630,14.590020101719642,14.640020101719639,12.37007364411242,12.375,0.42831515760394767,-0.07468730733182162,121544.0,10.789,13.847,15980.373691831765,12.368001640250716,12.369603930408575
2018-12-06 09:58:02.510,14.405172969608891,14.455172969608887,12.63059180681745,12.64,0.5039285310709867,-0.04482514619503392,62076.0,10.914,14.502,13064.777611315161,12.640001871052618,12.628789987415686
